location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Holstenstraße (Mitte), Kiel;2021-12-10 14:00:00 +0100;Friday;2623;3;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-10 15:00:00 +0100;Friday;3031;3;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-10 16:00:00 +0100;Friday;3692;2;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-10 17:00:00 +0100;Friday;4051;2;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-10 18:00:00 +0100;Friday;3985;2;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-10 19:00:00 +0100;Friday;3564;1;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-10 20:00:00 +0100;Friday;2806;1;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-10 21:00:00 +0100;Friday;1877;0;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-10 22:00:00 +0100;Friday;856;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-10 23:00:00 +0100;Friday;226;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 00:00:00 +0100;Saturday;106;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 01:00:00 +0100;Saturday;65;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 02:00:00 +0100;Saturday;40;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 03:00:00 +0100;Saturday;34;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 04:00:00 +0100;Saturday;18;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 05:00:00 +0100;Saturday;17;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 06:00:00 +0100;Saturday;25;-2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 07:00:00 +0100;Saturday;74;0;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-11 08:00:00 +0100;Saturday;112;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 09:00:00 +0100;Saturday;430;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-11 10:00:00 +0100;Saturday;1350;1;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-11 11:00:00 +0100;Saturday;2645;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-11 12:00:00 +0100;Saturday;3416;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-11 13:00:00 +0100;Saturday;4360;2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-11 14:00:00 +0100;Saturday;5178;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-11 15:00:00 +0100;Saturday;5534;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-11 16:00:00 +0100;Saturday;6116;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-11 17:00:00 +0100;Saturday;5800;2;rain;
Holstenstraße (Mitte), Kiel;2021-12-11 18:00:00 +0100;Saturday;5307;2;rain;
Holstenstraße (Mitte), Kiel;2021-12-11 19:00:00 +0100;Saturday;4332;2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 20:00:00 +0100;Saturday;2873;1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 21:00:00 +0100;Saturday;1660;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 22:00:00 +0100;Saturday;885;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-11 23:00:00 +0100;Saturday;206;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-12 00:00:00 +0100;Sunday;96;0;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-12 01:00:00 +0100;Sunday;119;1;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 02:00:00 +0100;Sunday;46;1;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 03:00:00 +0100;Sunday;53;2;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 04:00:00 +0100;Sunday;46;2;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 05:00:00 +0100;Sunday;25;2;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 06:00:00 +0100;Sunday;15;2;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 07:00:00 +0100;Sunday;39;2;rain;
Holstenstraße (Mitte), Kiel;2021-12-12 08:00:00 +0100;Sunday;40;2;rain;
Holstenstraße (Mitte), Kiel;2021-12-12 09:00:00 +0100;Sunday;107;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-12 10:00:00 +0100;Sunday;322;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-12 11:00:00 +0100;Sunday;620;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-12 12:00:00 +0100;Sunday;968;3;rain;
Holstenstraße (Mitte), Kiel;2021-12-12 13:00:00 +0100;Sunday;1240;4;rain;
Holstenstraße (Mitte), Kiel;2021-12-12 14:00:00 +0100;Sunday;1382;4;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 15:00:00 +0100;Sunday;2072;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 16:00:00 +0100;Sunday;2910;5;rain;
Holstenstraße (Mitte), Kiel;2021-12-12 17:00:00 +0100;Sunday;2855;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 18:00:00 +0100;Sunday;2108;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 19:00:00 +0100;Sunday;1358;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 20:00:00 +0100;Sunday;824;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 21:00:00 +0100;Sunday;283;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 22:00:00 +0100;Sunday;74;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-12 23:00:00 +0100;Sunday;37;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 00:00:00 +0100;Monday;19;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 01:00:00 +0100;Monday;5;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 02:00:00 +0100;Monday;8;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 03:00:00 +0100;Monday;3;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 04:00:00 +0100;Monday;9;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 05:00:00 +0100;Monday;39;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 06:00:00 +0100;Monday;90;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 07:00:00 +0100;Monday;259;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 08:00:00 +0100;Monday;369;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 09:00:00 +0100;Monday;716;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 10:00:00 +0100;Monday;1568;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 11:00:00 +0100;Monday;2106;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 12:00:00 +0100;Monday;2426;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 13:00:00 +0100;Monday;2519;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 14:00:00 +0100;Monday;2365;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 15:00:00 +0100;Monday;2594;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 16:00:00 +0100;Monday;2685;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 17:00:00 +0100;Monday;2711;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 18:00:00 +0100;Monday;2209;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 19:00:00 +0100;Monday;1447;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 20:00:00 +0100;Monday;771;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 21:00:00 +0100;Monday;402;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 22:00:00 +0100;Monday;143;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-13 23:00:00 +0100;Monday;37;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 00:00:00 +0100;Tuesday;24;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 01:00:00 +0100;Tuesday;6;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 02:00:00 +0100;Tuesday;7;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 03:00:00 +0100;Tuesday;7;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 04:00:00 +0100;Tuesday;20;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 05:00:00 +0100;Tuesday;42;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 06:00:00 +0100;Tuesday;85;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 07:00:00 +0100;Tuesday;280;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 08:00:00 +0100;Tuesday;398;7;rain;
Holstenstraße (Mitte), Kiel;2021-12-14 09:00:00 +0100;Tuesday;616;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 10:00:00 +0100;Tuesday;1396;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 11:00:00 +0100;Tuesday;1936;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 12:00:00 +0100;Tuesday;2280;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 13:00:00 +0100;Tuesday;2260;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 14:00:00 +0100;Tuesday;2182;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-14 15:00:00 +0100;Tuesday;2543;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-14 16:00:00 +0100;Tuesday;2930;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-14 17:00:00 +0100;Tuesday;2988;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 18:00:00 +0100;Tuesday;2639;5;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 19:00:00 +0100;Tuesday;1880;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 20:00:00 +0100;Tuesday;1179;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 21:00:00 +0100;Tuesday;642;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 22:00:00 +0100;Tuesday;206;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-14 23:00:00 +0100;Tuesday;57;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 00:00:00 +0100;Wednesday;25;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 01:00:00 +0100;Wednesday;17;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 02:00:00 +0100;Wednesday;29;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 03:00:00 +0100;Wednesday;5;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 04:00:00 +0100;Wednesday;6;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 05:00:00 +0100;Wednesday;52;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 06:00:00 +0100;Wednesday;98;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 07:00:00 +0100;Wednesday;233;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 08:00:00 +0100;Wednesday;450;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 09:00:00 +0100;Wednesday;629;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 10:00:00 +0100;Wednesday;1232;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 11:00:00 +0100;Wednesday;1822;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-15 12:00:00 +0100;Wednesday;2243;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-15 13:00:00 +0100;Wednesday;2332;9;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 14:00:00 +0100;Wednesday;2351;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-15 15:00:00 +0100;Wednesday;2648;9;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-15 16:00:00 +0100;Wednesday;3233;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-15 17:00:00 +0100;Wednesday;3292;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-15 18:00:00 +0100;Wednesday;3038;8;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-15 19:00:00 +0100;Wednesday;2110;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-15 20:00:00 +0100;Wednesday;1254;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-15 21:00:00 +0100;Wednesday;691;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 22:00:00 +0100;Wednesday;208;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-15 23:00:00 +0100;Wednesday;84;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-16 00:00:00 +0100;Thursday;37;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-16 01:00:00 +0100;Thursday;8;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-16 02:00:00 +0100;Thursday;14;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-16 03:00:00 +0100;Thursday;42;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-16 04:00:00 +0100;Thursday;16;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-16 05:00:00 +0100;Thursday;48;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-16 06:00:00 +0100;Thursday;95;8;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-16 07:00:00 +0100;Thursday;280;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-16 08:00:00 +0100;Thursday;519;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-16 09:00:00 +0100;Thursday;842;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-16 10:00:00 +0100;Thursday;1472;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-16 11:00:00 +0100;Thursday;1902;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-16 12:00:00 +0100;Thursday;2649;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-16 13:00:00 +0100;Thursday;2532;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-16 14:00:00 +0100;Thursday;2427;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-16 15:00:00 +0100;Thursday;2735;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-16 16:00:00 +0100;Thursday;3392;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-16 17:00:00 +0100;Thursday;3486;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-16 18:00:00 +0100;Thursday;3098;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-16 19:00:00 +0100;Thursday;2295;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-16 20:00:00 +0100;Thursday;1416;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-16 21:00:00 +0100;Thursday;791;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-16 22:00:00 +0100;Thursday;250;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-16 23:00:00 +0100;Thursday;119;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 00:00:00 +0100;Friday;27;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 01:00:00 +0100;Friday;25;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 02:00:00 +0100;Friday;19;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 03:00:00 +0100;Friday;35;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 04:00:00 +0100;Friday;28;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 05:00:00 +0100;Friday;34;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 06:00:00 +0100;Friday;102;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 07:00:00 +0100;Friday;293;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 08:00:00 +0100;Friday;446;4;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 09:00:00 +0100;Friday;582;4;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-17 10:00:00 +0100;Friday;1312;5;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-17 11:00:00 +0100;Friday;1885;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-17 12:00:00 +0100;Friday;2212;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-17 13:00:00 +0100;Friday;2328;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-17 14:00:00 +0100;Friday;2501;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-17 15:00:00 +0100;Friday;3197;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-17 16:00:00 +0100;Friday;3659;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 17:00:00 +0100;Friday;3907;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 18:00:00 +0100;Friday;3744;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 19:00:00 +0100;Friday;3086;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-17 20:00:00 +0100;Friday;2148;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-17 21:00:00 +0100;Friday;1525;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-17 22:00:00 +0100;Friday;919;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-17 23:00:00 +0100;Friday;262;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 00:00:00 +0100;Saturday;131;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 01:00:00 +0100;Saturday;122;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 02:00:00 +0100;Saturday;59;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 03:00:00 +0100;Saturday;48;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 04:00:00 +0100;Saturday;33;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 05:00:00 +0100;Saturday;27;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 06:00:00 +0100;Saturday;28;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 07:00:00 +0100;Saturday;65;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 08:00:00 +0100;Saturday;125;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 09:00:00 +0100;Saturday;409;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 10:00:00 +0100;Saturday;1337;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 11:00:00 +0100;Saturday;2465;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 12:00:00 +0100;Saturday;3712;7;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-18 13:00:00 +0100;Saturday;4311;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-18 14:00:00 +0100;Saturday;4797;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-18 15:00:00 +0100;Saturday;5865;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-18 16:00:00 +0100;Saturday;6301;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-18 17:00:00 +0100;Saturday;5940;7;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-18 18:00:00 +0100;Saturday;4960;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-18 19:00:00 +0100;Saturday;3934;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-18 20:00:00 +0100;Saturday;2837;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-18 21:00:00 +0100;Saturday;1562;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-18 22:00:00 +0100;Saturday;679;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-18 23:00:00 +0100;Saturday;224;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 00:00:00 +0100;Sunday;157;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 01:00:00 +0100;Sunday;99;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 02:00:00 +0100;Sunday;45;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-19 03:00:00 +0100;Sunday;52;6;cloudy;
Holstenstraße (Mitte), Kiel;2021-12-19 04:00:00 +0100;Sunday;36;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 05:00:00 +0100;Sunday;14;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 06:00:00 +0100;Sunday;29;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 07:00:00 +0100;Sunday;38;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 08:00:00 +0100;Sunday;57;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 09:00:00 +0100;Sunday;152;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-19 10:00:00 +0100;Sunday;387;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-19 11:00:00 +0100;Sunday;933;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-19 12:00:00 +0100;Sunday;1319;8;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-19 13:00:00 +0100;Sunday;2010;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-19 14:00:00 +0100;Sunday;2562;7;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-19 15:00:00 +0100;Sunday;3776;6;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-19 16:00:00 +0100;Sunday;3896;6;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 17:00:00 +0100;Sunday;3449;5;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-19 18:00:00 +0100;Sunday;2657;4;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-19 19:00:00 +0100;Sunday;1898;4;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-19 20:00:00 +0100;Sunday;977;3;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-19 21:00:00 +0100;Sunday;350;3;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-19 22:00:00 +0100;Sunday;69;2;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-19 23:00:00 +0100;Sunday;43;2;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 00:00:00 +0100;Monday;12;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 01:00:00 +0100;Monday;21;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 02:00:00 +0100;Monday;7;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 03:00:00 +0100;Monday;4;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 04:00:00 +0100;Monday;6;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 05:00:00 +0100;Monday;40;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 06:00:00 +0100;Monday;88;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 07:00:00 +0100;Monday;273;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 08:00:00 +0100;Monday;513;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 09:00:00 +0100;Monday;699;1;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-20 10:00:00 +0100;Monday;1635;1;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-20 11:00:00 +0100;Monday;2096;2;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-20 12:00:00 +0100;Monday;3001;4;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-20 13:00:00 +0100;Monday;3158;4;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-20 14:00:00 +0100;Monday;2972;4;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-20 15:00:00 +0100;Monday;3503;3;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-20 16:00:00 +0100;Monday;3790;2;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 17:00:00 +0100;Monday;3577;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 18:00:00 +0100;Monday;3011;1;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 19:00:00 +0100;Monday;2183;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 20:00:00 +0100;Monday;1125;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 21:00:00 +0100;Monday;550;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 22:00:00 +0100;Monday;168;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-20 23:00:00 +0100;Monday;53;0;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-21 00:00:00 +0100;Tuesday;20;-1;clear-night;
Holstenstraße (Mitte), Kiel;2021-12-21 01:00:00 +0100;Tuesday;17;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-21 02:00:00 +0100;Tuesday;5;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-21 03:00:00 +0100;Tuesday;6;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-21 04:00:00 +0100;Tuesday;14;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-21 05:00:00 +0100;Tuesday;27;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-21 06:00:00 +0100;Tuesday;119;-1;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-21 07:00:00 +0100;Tuesday;210;-2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-21 08:00:00 +0100;Tuesday;448;-2;partly-cloudy-night;
Holstenstraße (Mitte), Kiel;2021-12-21 09:00:00 +0100;Tuesday;626;-2;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-21 10:00:00 +0100;Tuesday;1203;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-21 11:00:00 +0100;Tuesday;1991;0;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-21 12:00:00 +0100;Tuesday;2364;1;partly-cloudy-day;
Holstenstraße (Mitte), Kiel;2021-12-21 13:00:00 +0100;Tuesday;2489;1;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-21 14:00:00 +0100;Tuesday;2773;1;clear-day;
Holstenstraße (Mitte), Kiel;2021-12-21 15:00:00 +0100;Tuesday;3238;1;clear-day;
